Date,Price,Open,High,Low,Vol.,Change %
05/22/2013,22.1,21.76,22.25,21.75,30.54M,1.24%
05/21/2013,21.83,21.76,21.83,21.75,16.53M,0.23%
05/20/2013,21.78,21.7,21.8,21.7,21.80M,0.37%
05/17/2013,21.7,21.79,21.79,21.61,14.77M,-0.69%
05/16/2013,21.85,21.84,21.85,21.5,22.91M,0.92%
05/15/2013,21.65,21.8,21.85,21.56,28.71M,0.42%
05/14/2013,21.56,21.88,21.88,21.48,18.93M,-0.05%
05/13/2013,21.57,21.8,22,21.49,47.69M,0.37%
05/10/2013,21.49,21.6,21.8,21.46,4.35M,0.19%
05/09/2013,21.45,21.39,21.5,21.21,36.73M,0.23%
05/08/2013,21.4,20.57,21.5,20.5,34.99M,5.16%
05/07/2013,20.35,20.39,20.4,20.22,22.50M,0.69%
05/06/2013,20.21,20.2,20.3,20.16,9.53M,0.05%
05/03/2013,20.2,20.25,20.25,20.2,16.10M,0.50%
05/02/2013,20.1,20.15,20.4,20.05,60.71M,-0.25%
04/30/2013,20.15,20.2,20.3,20.04,9.26M,0.00%
04/29/2013,20.15,20.2,20.2,19.98,7.78M,0.75%
04/26/2013,20,20.43,20.43,20,6.75M,-1.23%
04/25/2013,20.25,20.5,20.5,20.15,48.35M,0.05%
04/24/2013,20.24,20.8,20.8,20,33.96M,-0.05%
04/23/2013,20.25,19.9,20.3,19.55,34.24M,2.79%
04/22/2013,19.7,19.5,20,19.31,28.62M,2.60%
04/19/2013,19.2,19.47,19.47,19.1,19.30M,0.00%
04/18/2013,19.2,19.4,19.4,19.17,35.24M,-1.03%
04/17/2013,19.4,19.12,19.5,19.12,30.02M,1.89%
04/16/2013,19.04,19.46,20,19.04,28.48M,-5.08%
04/15/2013,20.06,20.06,20.06,20.06,37.71M,-7.39%
04/12/2013,21.66,21.79,21.98,21.62,38.30M,-0.64%
04/11/2013,21.8,21.5,22,21.5,22.82M,3.81%
04/10/2013,21,21.7,21.98,19.9,33.82M,-3.23%
04/09/2013,21.7,21.95,21.99,21.65,20.83M,-1.14%
04/08/2013,21.95,22.25,22.25,21.9,32.19M,2.05%
04/05/2013,21.51,22.45,22.5,21.51,20.24M,-3.67%
04/04/2013,22.33,22.75,23.1,22.2,28.03M,0.22%
04/03/2013,22.28,21.99,23.8,21.99,68.76M,2.91%
04/02/2013,21.65,21.3,21.93,21.3,24.57M,1.64%
03/28/2013,21.3,21.69,21.69,21.05,17.00M,0.05%
03/27/2013,21.29,21.5,21.5,21,18.33M,1.38%
03/26/2013,21,21.3,21.5,20.99,15.97M,-0.43%
03/25/2013,21.09,21.2,21.75,21,23.88M,0.43%
03/22/2013,21,21.25,21.28,20.56,11.07M,-0.94%
03/21/2013,21.2,21.28,21.49,21.15,29.57M,-0.93%
03/20/2013,21.4,21.65,21.89,21.26,11.32M,-1.15%
03/19/2013,21.65,21.6,21.8,21.5,8.69M,0.93%
03/18/2013,21.45,21.6,21.75,21.4,14.41M,-0.60%
03/15/2013,21.58,21.85,21.85,21.5,16.09M,-0.55%
03/14/2013,21.7,21.88,21.9,21.59,20.35M,-0.87%
03/13/2013,21.89,21.9,21.99,21.79,16.41M,-0.05%
03/12/2013,21.9,21.66,21.9,21.66,35.83M,0.92%
03/11/2013,21.7,21.85,21.85,21.7,5.45M,0.00%
03/08/2013,21.7,21.7,21.98,21.55,48.98M,0.46%
03/07/2013,21.6,21.4,21.66,21.39,19.02M,0.47%
03/06/2013,21.5,21.49,21.9,21.31,26.21M,0.05%
03/05/2013,21.49,21,21.49,20.9,21.21M,2.82%
03/04/2013,20.9,20.71,20.9,20.7,53.66M,-0.95%
03/01/2013,21.1,20.65,21.15,20.65,11.87M,1.69%
02/28/2013,20.75,21.5,21.55,20.75,20.48M,-1.71%
02/27/2013,21.11,21.51,21.7,21,96.04M,-1.81%
02/26/2013,21.5,21.08,21.5,21.08,17.00M,1.99%
02/25/2013,21.08,21,21.16,20.98,9.67M,2.78%
02/22/2013,20.51,21,21,20.5,56.23M,-0.73%
02/21/2013,20.66,21.15,21.25,20.66,16.06M,-2.32%
02/20/2013,21.15,21.2,21.33,21.04,11.16M,-0.24%
02/19/2013,21.2,21.02,21.3,20.8,17.34M,0.57%
02/18/2013,21.08,21,21.25,20.87,11.45M,0.38%
02/15/2013,21,20.61,21,20.53,17.22M,2.14%
02/14/2013,20.56,21.01,21.07,20.55,17.43M,-2.56%
02/13/2013,21.1,21.21,21.21,21.05,9.86M,-0.94%
02/12/2013,21.3,21.1,21.3,21.1,11.34M,1.43%
02/11/2013,21,21,21.1,20.99,41.18M,0.00%
02/08/2013,21,21.1,21.15,20.97,7.83M,0.00%
02/07/2013,21,21.4,21.5,21,11.79M,-1.87%
02/06/2013,21.4,21.51,21.6,21.11,21.07M,-0.28%
02/05/2013,21.46,21.3,21.51,21.2,32.39M,0.99%
02/04/2013,21.25,21,21.5,21,17.40M,1.24%
02/01/2013,20.99,20.51,20.99,20.5,16.32M,2.39%
01/31/2013,20.5,20.59,20.8,20.36,13.04M,-1.44%
01/30/2013,20.8,21.02,21.25,20.6,9.89M,-2.12%
01/29/2013,21.25,21.44,21.44,21.22,6.92M,-1.12%
01/28/2013,21.49,21.5,21.79,21.02,15.06M,1.85%
01/25/2013,21.1,20.39,21.2,20.39,35.00M,3.43%
01/23/2013,20.4,20.2,20.4,20.2,7.42M,1.49%
01/22/2013,20.1,20.3,20.55,20.06,9.99M,-0.94%
01/21/2013,20.29,20.85,20.85,20.22,6.10M,-1.79%
01/18/2013,20.66,20.6,20.75,20.55,44.19M,0.29%
01/17/2013,20.6,20.06,20.75,20.06,12.35M,0.49%
01/16/2013,20.5,20.31,20.8,20.31,16.31M,0.99%
01/15/2013,20.3,20.12,20.4,20.01,18.20M,0.89%
01/14/2013,20.12,20.1,20.15,19.85,21.40M,-0.05%
01/11/2013,20.13,19.8,20.23,19.8,39.32M,2.18%
01/10/2013,19.7,21,21,19.7,9.15M,-6.19%
01/09/2013,21,21.5,21.59,21,42.11M,-0.47%
01/08/2013,21.1,20.6,21.1,20.6,44.32M,1.20%
01/07/2013,20.85,20.5,20.98,20.1,15.53M,5.36%
01/04/2013,19.79,19.8,19.85,19.72,41.91M,-0.05%
01/03/2013,19.8,19.7,19.99,19.49,18.05M,2.06%
01/02/2013,19.4,19.25,19.59,19.2,26.29M,-0.46%
12/31/2012,19.49,18.8,19.5,18.68,9.89M,4.62%
12/28/2012,18.63,18.8,18.8,18.62,15.71M,-0.05%
12/27/2012,18.64,18.3,18.64,18.3,26.42M,0.22%
12/24/2012,18.6,18.3,18.7,18.16,14.05M,2.20%
12/21/2012,18.2,18.15,18.95,18.15,18.56M,0.50%
12/20/2012,18.11,18.15,18.22,18.11,18.96M,-0.22%
12/19/2012,18.15,18.2,18.34,17.96,10.22M,0.06%
12/18/2012,18.14,18,18.5,18,9.87M,0.78%
12/17/2012,18,17.9,18,17.9,76.59M,0.17%
12/14/2012,17.97,17.66,18.05,17.66,6.65M,2.33%
12/13/2012,17.56,18,18,17.35,88.56M,-1.79%
12/12/2012,17.88,17.8,18.05,17.8,61.76M,0.90%
12/11/2012,17.72,17.67,17.75,17.67,33.81M,-0.45%
12/10/2012,17.8,17.75,17.83,17.75,25.61M,0.00%
12/07/2012,17.8,17.13,17.8,17.13,35.41M,0.85%
12/06/2012,17.65,17.16,17.76,17.15,30.70M,1.96%
12/05/2012,17.31,17.2,17.31,17.11,12.63M,0.64%
12/04/2012,17.2,17.11,17.2,17.1,14.20M,0.00%
12/03/2012,17.2,17.25,17.25,17.17,16.86M,-0.52%
11/30/2012,17.29,16.89,17.29,16.89,16.36M,2.31%
11/29/2012,16.9,16.6,16.9,16.6,18.22M,2.42%
11/28/2012,16.5,16.7,16.96,16.32,7.86M,0.30%
11/27/2012,16.45,16.61,16.61,16.41,5.94M,-3.24%
11/26/2012,17,17.3,17.3,16.55,12.43M,-0.82%
11/23/2012,17.14,17.2,17.2,17.07,6.31M,-0.35%
11/22/2012,17.2,17.7,17.75,17.02,11.61M,-1.66%
11/21/2012,17.49,17.78,17.78,17.35,4.83M,-2.29%
11/20/2012,17.9,17.7,17.91,17.7,26.41M,0.67%
11/19/2012,17.78,17.79,17.79,17.44,41.37M,-0.95%
11/16/2012,17.95,17.7,17.95,17.66,7.71M,1.41%
11/15/2012,17.7,17.7,17.71,17.66,11.37M,0.00%
11/14/2012,17.7,17.6,17.75,17.6,18.37M,0.40%
11/13/2012,17.63,17.41,17.63,17.41,7.02M,-1.23%
11/12/2012,17.85,17.75,17.85,17.73,10.96M,0.56%
11/09/2012,17.75,17.8,17.81,17.6,14.72M,-0.39%
11/08/2012,17.82,17.7,17.9,17.6,21.50M,-0.45%
11/07/2012,17.9,17.9,17.97,17.7,20.89M,1.42%
11/06/2012,17.65,17.6,17.7,17.6,35.22M,0.28%
11/05/2012,17.6,17.85,17.9,17.6,10.36M,-0.96%
11/02/2012,17.77,17.68,17.77,17.68,1.83M,-1.28%
11/01/2012,18,17.76,18,17.75,8.40M,-0.11%
10/31/2012,18.02,18.3,18.3,17.9,9.19M,0.11%
10/30/2012,18,18.39,18.39,18,11.20M,0.00%
10/29/2012,18,17.5,18.04,17.5,58.33M,2.86%
10/24/2012,17.5,18.39,18.39,17.17,49.15M,-3.31%
10/23/2012,18.1,18.2,18.2,17.8,38.33M,-1.63%
10/22/2012,18.4,18.15,18.4,18.15,34.52M,1.10%
10/19/2012,18.2,17.91,18.2,17.91,42.84M,0.39%
10/18/2012,18.13,18.24,18.24,18,15.92M,0.72%
10/17/2012,18,18.23,18.25,17.6,47.16M,-1.64%
10/16/2012,18.3,17.37,18.3,17.37,27.24M,-0.27%
10/12/2012,18.35,18.4,18.49,18.2,39.04M,-0.27%
10/11/2012,18.4,17.8,18.4,17.8,86.35M,3.37%
10/10/2012,17.8,17.78,17.9,17.43,29.06M,0.06%
10/09/2012,17.79,17.25,17.9,17.21,15.91M,-1.06%
10/08/2012,17.98,17.5,17.98,17,7.71M,5.15%
10/05/2012,17.1,16.83,17.25,16.83,5.00M,0.65%
10/04/2012,16.99,16.98,16.99,16.8,6.67M,1.74%
10/03/2012,16.7,16.4,16.75,16.4,13.09M,1.21%
10/02/2012,16.5,16.3,16.5,16.06,35.81M,1.23%
09/28/2012,16.3,16.15,16.3,16.05,19.11M,1.24%
09/27/2012,16.1,16.1,16.24,16.1,88.28M,0.00%
09/26/2012,16.1,16.1,16.2,16.01,34.13M,-1.23%
09/25/2012,16.3,16.13,16.37,16.01,85.43M,-0.61%
09/24/2012,16.4,16.5,16.5,16.2,5.15M,-0.61%
09/21/2012,16.5,16.05,16.55,16.05,64.24M,3.13%
09/20/2012,16,16.03,16.27,15.99,8.60M,-1.78%
09/19/2012,16.29,16.38,16.4,15.92,137.95M,1.24%
09/18/2012,16.09,16,16.2,15.93,29.43M,-1.23%
09/17/2012,16.29,16.04,16.3,15.92,21.23M,-0.18%
09/14/2012,16.32,16.04,16.4,16,27.60M,-0.49%
09/13/2012,16.4,16.15,16.5,16,59.91M,-0.61%
09/12/2012,16.5,16.3,16.5,16,66.89M,1.54%
09/11/2012,16.25,16.48,16.48,15.8,36.66M,0.12%
09/10/2012,16.23,16.8,17,16,22.02M,-2.81%
09/07/2012,16.7,16.4,17,15.85,76.04M,1.83%
09/06/2012,16.4,15.79,16.5,15.7,12.20M,3.86%
09/05/2012,15.79,15.6,15.95,15.56,9.25M,1.87%
09/04/2012,15.5,15.4,15.5,15.34,6.91M,0.32%
09/03/2012,15.45,15.38,15.5,15.3,8.77M,0.46%
08/31/2012,15.38,15.4,15.8,15.1,41.62M,-0.77%
08/30/2012,15.5,15.79,16,15.4,49.94M,-0.96%
08/29/2012,15.65,15.2,15.8,15.2,9.41M,0.64%
08/28/2012,15.55,15.5,16,15.02,34.09M,0.32%
08/27/2012,15.5,15.48,15.55,15.21,28.93M,0.13%
08/24/2012,15.48,15.48,15.49,15.22,47.55M,0.85%
08/23/2012,15.35,15.4,15.5,15.2,38.72M,-0.58%
08/22/2012,15.44,15.5,15.5,15.19,43.18M,0.32%
08/17/2012,15.39,15.1,15.5,15.1,18.48M,2.46%
08/16/2012,15.02,15.08,15.13,15.02,4.81M,-0.53%
08/15/2012,15.1,15.16,15.2,15,15.75M,-0.26%
08/14/2012,15.14,15,15.14,15,4.68M,0.26%
08/13/2012,15.1,15,15.1,14.98,18.47M,0.67%
08/10/2012,15,15,15.05,14.8,15.80M,0.00%
08/09/2012,15,15,15.1,14.96,19.31M,-0.66%
08/08/2012,15.1,15.05,15.14,14.92,4.14M,0.33%
08/07/2012,15.05,15,15.05,14.8,59.88M,0.33%
08/06/2012,15,14.95,15.1,14.95,55.65M,0.33%
08/03/2012,14.95,14.98,15.25,14.7,8.73M,1.70%
08/02/2012,14.7,14.71,14.95,14.7,15.54M,-1.74%
08/01/2012,14.96,14.4,15,14.37,96.17M,3.89%
07/31/2012,14.4,14.15,14.48,14.15,119.42M,-0.62%
07/30/2012,14.49,14.5,14.5,14.13,12.82M,-0.07%
07/27/2012,14.5,14.39,14.59,14.15,14.90M,-1.29%
07/26/2012,14.69,14.61,14.69,14.21,23.09M,0.07%
07/25/2012,14.68,14.7,14.91,14.61,26.14M,-0.14%
07/24/2012,14.7,14.5,14.97,14.15,18.91M,0.00%
07/23/2012,14.7,14.72,15.05,14.64,24.85M,0.00%
07/20/2012,14.7,14.65,15,14.6,3.18M,-2.33%
07/19/2012,15.05,15.03,15.25,14.99,25.79M,-1.18%
07/18/2012,15.23,15.1,15.49,15,12.80M,1.53%
07/17/2012,15,15.01,15.1,14.93,24.68M,0.00%
07/16/2012,15,14.4,15,14.4,8.71M,4.17%
07/13/2012,14.4,14.5,14.55,14.4,8.80M,-0.69%
07/12/2012,14.5,14.5,14.66,14.49,4.21M,-1.43%
07/11/2012,14.71,14.05,14.71,14.05,21.17M,5.00%
07/10/2012,14.01,14.37,14.37,14.01,17.82M,-2.51%
07/09/2012,14.37,14.4,14.4,14.3,9.03M,-0.83%
07/06/2012,14.49,14.32,14.49,14.3,6.92M,1.33%
07/05/2012,14.3,14.7,14.7,14.3,32.30M,-3.70%
07/04/2012,14.85,14.05,14.85,14.05,14.53M,4.95%
07/03/2012,14.15,14.3,14.37,14.06,8.41M,0.00%
07/02/2012,14.15,13.8,14.15,13.8,6.04M,2.91%
06/29/2012,13.75,13.7,13.75,13.64,10.66M,0.36%
06/28/2012,13.7,13.65,13.71,13.6,9.51M,-0.36%
06/27/2012,13.75,14,14,13.7,8.27M,0.36%
06/26/2012,13.7,13.9,13.9,13.67,5.62M,-0.15%
06/25/2012,13.72,13.7,13.73,13.7,7.44M,-1.29%
06/22/2012,13.9,13.69,13.9,13.69,9.25M,1.46%
06/21/2012,13.7,14.2,14.54,13.7,17.11M,-1.65%
06/20/2012,13.93,13.29,13.95,13.29,10.23M,4.82%
06/19/2012,13.29,13.21,13.32,13.21,18.17M,-0.08%
06/18/2012,13.3,13.25,13.3,13.15,11.50M,0.38%
06/15/2012,13.25,13.35,13.37,13.25,12.92M,-0.75%
06/14/2012,13.35,13.26,13.4,13.26,8.97M,-1.11%
06/13/2012,13.5,13.25,13.5,13.25,11.11M,1.89%
06/12/2012,13.25,13.35,13.35,13.25,6.58M,-1.85%
06/11/2012,13.5,13.7,13.93,13.27,6.22M,0.00%
06/08/2012,13.5,13.7,13.7,13.25,50.39M,-1.46%
06/07/2012,13.7,14,14,13.45,11.30M,-2.14%
06/06/2012,14,13.5,14,13.5,8.16M,4.48%
06/05/2012,13.4,13.35,13.8,13.25,23.23M,1.13%
06/04/2012,13.25,13.61,14.02,13.25,10.37M,-1.49%
06/01/2012,13.45,13.89,13.89,13.45,5.77M,-3.86%
05/31/2012,13.99,14.5,14.5,13.87,7.91M,-3.52%
05/30/2012,14.5,14.7,14.7,14.25,36.20M,-1.36%
05/28/2012,14.7,14.55,14.7,14.25,5.68M,-0.68%
05/25/2012,14.8,14.99,14.99,14.61,29.05M,-0.67%
05/24/2012,14.9,15.05,15.14,14.56,21.40M,-0.67%
05/23/2012,15,14.94,15,14.85,22.09M,0.81%
05/22/2012,14.88,14.84,14.89,14.7,10.75M,0.20%
05/21/2012,14.85,14.88,14.88,14.57,19.23M,0.00%
05/18/2012,14.85,14.44,14.85,14.44,36.32M,1.43%
05/17/2012,14.64,14.7,14.7,14.52,9.91M,-0.34%
05/16/2012,14.69,14.95,14.95,14.69,13.75M,-1.74%
05/15/2012,14.95,14.95,14.95,14.67,27.27M,0.00%
05/14/2012,14.95,15.08,15.08,14.75,20.35M,-0.27%
05/11/2012,14.99,15.07,15.07,14.7,59.02M,-0.07%
05/10/2012,15,15.19,15.19,14.81,16.89M,-1.19%
05/09/2012,15.18,15.8,15.8,14.61,73.78M,-0.78%
05/08/2012,15.3,15.5,15.54,14.82,73.67M,2.68%
05/07/2012,14.9,15.53,15.53,14.76,46.37M,-4.06%
05/04/2012,15.53,15.7,15.7,15.22,33.38M,-0.38%
05/03/2012,15.59,15.31,15.6,14.91,50.65M,4.91%
05/02/2012,14.86,14.75,14.86,14.4,78.85M,4.94%
04/30/2012,14.16,14.23,14.4,14.15,63.22M,0.21%
04/27/2012,14.13,14.35,14.35,14.04,8.07M,-0.28%
04/26/2012,14.17,13.92,14.19,13.92,89.90M,2.31%
04/25/2012,13.85,14.17,14.17,13.5,19.70M,-1.07%
04/24/2012,14,14.15,14.31,13.79,68.61M,-0.71%
04/23/2012,14.1,14.3,14.35,13.75,30.27M,3.15%
04/20/2012,13.67,13.2,13.67,13.13,42.67M,4.99%
04/19/2012,13.02,13,13.2,12.9,37.86M,0.77%
04/18/2012,12.92,12.9,13,12.75,27.39M,0.16%
04/17/2012,12.9,13.25,13.25,12.8,30.54M,-0.77%
04/13/2012,13,13.09,13.09,12.81,46.25M,0.70%
04/12/2012,12.91,12.99,12.99,12.62,13.66M,0.08%
04/11/2012,12.9,13.05,13.08,12.5,13.25M,-1.38%
04/10/2012,13.08,13.01,13.1,12.9,23.91M,-0.61%
04/05/2012,13.16,13.19,13.2,13.1,21.62M,-0.30%
04/04/2012,13.2,13.6,13.6,13.01,31.40M,1.54%
04/03/2012,13,12.6,13,12.4,31.22M,4.84%
04/02/2012,12.4,12.38,12.4,12.2,14.12M,0.00%
03/30/2012,12.4,12.4,12.4,12.1,22.65M,0.00%
03/29/2012,12.4,12.4,12.59,12.2,14.59M,0.40%
03/28/2012,12.35,12.3,12.68,12.2,44.87M,0.41%
03/27/2012,12.3,12.7,12.7,12.13,102.04M,-3.53%
03/26/2012,12.75,12.75,12.75,12.75,26.12M,-6.93%
03/23/2012,13.7,13,13.7,13,69.13M,2.24%
03/22/2012,13.4,13.17,13.45,13.01,18.05M,3.08%
03/21/2012,13,13.1,13.1,12.99,113.58M,0.00%
03/20/2012,13,13.29,13.29,12.6,27.88M,-0.76%
03/19/2012,13.1,13.3,13.3,13,11.03M,0.69%
03/16/2012,13.01,13.15,13.4,12.96,35.94M,0.77%
03/15/2012,12.91,13.15,13.15,12.91,7.13M,-1.83%
03/14/2012,13.15,13.31,13.31,13.15,26.46M,-0.45%
03/13/2012,13.21,13.6,13.63,13.21,44.51M,-3.65%
03/12/2012,13.71,13.7,13.79,13.61,99.22M,1.11%
03/09/2012,13.56,14,14,13.3,47.30M,-2.45%
03/08/2012,13.9,13.75,13.9,13.1,36.97M,1.76%
03/07/2012,13.66,13.6,13.89,13.5,33.99M,0.07%
03/06/2012,13.65,13.58,13.71,13.58,15.08M,-1.23%
03/05/2012,13.82,13.6,14.15,13.4,34.37M,-1.64%
03/02/2012,14.05,13.51,14.05,13.51,25.73M,4.00%
03/01/2012,13.51,13.4,13.52,13.4,4.17M,1.35%
02/29/2012,13.33,13.06,13.4,13.06,29.67M,0.98%
02/28/2012,13.2,13.2,13.3,13.15,20.76M,-0.68%
02/27/2012,13.29,13.07,13.32,13.07,22.93M,-0.45%
02/24/2012,13.35,13.5,13.77,12.7,78.60M,1.75%
02/23/2012,13.12,12.5,13.12,12.5,16.79M,4.96%
02/22/2012,12.5,12.32,12.54,12.31,20.62M,1.38%
02/21/2012,12.33,12.25,12.35,12.2,3.28M,0.65%
02/20/2012,12.25,12.3,12.4,12.25,82.53M,-0.24%
02/17/2012,12.28,12.27,12.3,12.25,52.80M,0.16%
02/16/2012,12.26,12.22,12.3,12.22,6.87M,0.25%
02/15/2012,12.23,12.21,12.23,12.17,5.55M,-0.16%
02/14/2012,12.25,12.2,12.26,12.2,14.58M,0.00%
02/13/2012,12.25,12.25,12.26,12.2,23.27M,-0.24%
02/10/2012,12.28,12.25,12.28,12.2,8.47M,0.24%
02/09/2012,12.25,12.3,12.3,12.2,19.12M,0.66%
02/08/2012,12.17,12.33,12.33,12.11,5.69M,-1.85%
02/07/2012,12.4,12.25,12.64,12.25,14.37M,0.00%
02/03/2012,12.4,12.12,12.4,12.12,6.88M,1.89%
02/02/2012,12.17,12.02,12.17,12.02,12.85M,1.33%
02/01/2012,12.01,12.47,12.5,12.01,14.89M,-3.53%
01/31/2012,12.45,12.11,12.45,12.11,24.20M,3.66%
01/30/2012,12.01,12.06,12.07,12,3.04M,-0.74%
01/27/2012,12.1,12.01,12.22,12.01,117.01M,0.67%
01/26/2012,12.02,12,12.02,11.97,61.36M,0.17%
01/25/2012,12,12,12.1,11.95,46.58M,0.33%
01/24/2012,11.96,12,12,11.95,8.27M,-0.33%
01/23/2012,12,12.05,12.05,11.95,16.15M,-0.83%
